,player_id,player_name,yearDraft,yearCombine,numberPickOverall,position,height,weight,wingspan,reach_standing,standing_vertical,max_vertical,bench_reps,timeLaneAgility,timeThreeQuarterCourtSprint,timeModifiedLaneAgility,lengthHandInches,widthHandInches,body_fat_pct,drafted
557,201142.0,Kevin Durant,2007.0,2007,2.0,SF-PF,81.0,215.0,88.75,110.0,26.0,33.5,0.0,12.33,3.4499999999999997,,,,6.6,True
558,12211.0,Rashaun Freeman,,2007,,PF,78.0,244.0,83.5,104.0,28.0,32.0,20.0,11.43,3.4099999999999997,,,,11.5,False
559,201189.0,Aaron Gray,2007.0,2007,49.0,C,84.0,271.0,87.25,108.5,27.0,32.5,17.0,12.07,3.7,,,,10.8,True
560,201145.0,Jeff Green,2007.0,2007,5.0,SF,79.0,228.0,85.25,103.0,33.5,38.0,17.0,12.0,3.34,,,,3.7,True
561,201192.0,Taurean Green,2007.0,2007,52.0,PG,71.0,173.0,74.25,96.0,29.0,32.5,8.0,11.3,3.2600000000000002,,,,4.6,True
562,12212.0,Caleb Green,,2007,,PF,78.0,238.0,83.75,103.0,28.5,36.0,9.0,11.719999999999999,3.46,,,,10.9,False
563,201150.0,Spencer Hawes,2007.0,2007,10.0,PF,82.0,244.0,84.5,110.0,26.0,29.0,9.0,11.88,3.51,,,,13.0,True
564,12214.0,Brandon Heath,,2007,,PG,74.0,181.0,79.0,94.0,32.0,36.0,11.0,11.39,3.2800000000000002,,,,9.0,False
565,201195.0,Herbert Hill,2007.0,2007,55.0,C,79.0,232.0,86.25,108.5,30.5,34.0,15.0,12.31,3.3899999999999997,,,,5.6,True
566,201143.0,Al Horford,2007.0,2007,3.0,PF,80.0,246.0,84.75,107.0,31.0,35.5,20.0,12.15,3.3699999999999997,,,,9.1,True
567,12215.0,Quinton Hosley,,2007,,SF-SG,77.0,215.0,83.25,105.0,28.5,34.0,12.0,12.47,3.32,,,,5.7,False
568,12216.0,James Hughes,,2007,,C,81.0,209.0,87.0,111.0,31.0,33.0,8.0,13.31,3.3699999999999997,,,,3.5,False
569,12217.0,Jeremy Hunt,,2007,,SG,74.0,198.0,80.25,101.5,30.5,33.0,10.0,12.11,3.29,,,,5.2,False
570,12218.0,Ekene Ibekwe,,2007,,PF,80.0,208.0,90.0,104.0,34.5,39.0,10.0,11.0,3.2800000000000002,,,,3.2,False
571,12219.0,Dominic James,,2007,,PG,70.0,175.0,74.0,93.0,33.5,38.5,14.0,10.94,3.11,,,,4.8,False
572,201234.0,Trey Johnson,,2007,,SG,75.0,216.0,77.0,98.0,26.5,35.0,18.0,11.78,3.3099999999999996,,,,5.4,False
573,12220.0,Rashad Jones-Jennings,,2007,,PF,78.0,235.0,84.0,105.5,25.0,30.0,20.0,12.18,3.29,,,,5.9,False
574,201185.0,Jared Jordan,2007.0,2007,45.0,PG,72.0,183.0,72.0,94.0,24.5,28.5,6.0,11.02,3.3899999999999997,,,,7.0,True
575,201207.0,Coby Karl,,2007,,SG-PG,75.0,204.0,83.0,99.5,32.0,34.5,9.0,11.57,3.4099999999999997,,,,5.4,False
576,12221.0,Antanas Kavaliauskas,,2007,,PF,81.0,237.0,82.5,106.5,25.5,30.0,19.0,11.19,3.42,,,,7.7,False
577,201171.0,Carl Landry,2007.0,2007,31.0,PF,79.0,248.0,83.0,102.5,31.5,36.5,21.0,11.350000000000001,3.29,,,,7.5,True
578,201186.0,Stephane Lasme,2007.0,2007,46.0,PF,77.0,213.0,86.0,107.0,29.5,36.0,17.0,11.729999999999999,3.22,,,,4.9,True
579,201151.0,Acie Law,2007.0,2007,11.0,PG,74.0,186.0,78.5,98.0,29.0,34.0,8.0,11.0,3.22,,,,5.6,True
580,12222.0,Marko Lekic,,2007,,C,81.0,267.0,85.0,108.5,24.0,30.5,19.0,11.96,3.4299999999999997,,,,11.4,False
581,12223.0,Ron Lewis,,2007,,SG,74.0,194.0,78.5,99.0,33.0,38.0,16.0,11.59,3.22,,,,4.5,False
582,201858.0,Cartier Martin,,2007,,SF,76.0,218.0,82.0,103.5,27.0,29.5,11.0,12.1,3.4299999999999997,,,,5.6,False
583,201187.0,Dominic McGuire,2007.0,2007,47.0,SF,79.0,220.0,82.5,104.0,28.5,34.5,12.0,10.950000000000001,3.25,,,,4.7,True
584,201177.0,Josh McRoberts,2007.0,2007,37.0,PF,80.0,240.0,85.0,106.5,27.5,31.5,12.0,11.7,3.4699999999999998,,,,13.7,True
585,201197.0,Sammy Mejia,2007.0,2007,57.0,SG,77.0,218.0,83.0,105.0,27.0,31.5,7.0,11.870000000000001,3.4899999999999998,,,,8.3,True
586,12224.0,Brad Newley,,2007,,SG,77.0,201.0,80.0,102.5,29.5,31.5,3.0,11.77,3.29,,,,8.0,False
587,201193.0,Demetris Nichols,2007.0,2007,53.0,SF,78.0,211.0,84.25,105.0,28.5,32.5,16.0,10.39,3.38,,,,6.2,True
588,201149.0,Joakim Noah,2007.0,2007,9.0,PF,82.0,223.0,85.25,106.5,32.5,37.5,12.0,11.79,3.4699999999999998,,,,4.8,True
589,201141.0,Greg Oden,2007.0,2007,1.0,C,83.0,257.0,88.25,112.0,32.0,34.0,,11.67,3.27,,,,7.8,True
590,12225.0,Ivan Radenovic,,2007,,PF,81.0,226.0,83.75,106.0,23.0,28.0,7.0,11.61,3.6,,,,9.8,False
591,12226.0,JR Reynolds,,2007,,PG,72.0,188.0,75.25,95.0,27.5,34.5,15.0,11.69,3.24,,,,8.2,False
592,201181.0,Chris Richard,2007.0,2007,41.0,PF,79.0,252.0,88.5,110.5,26.5,30.5,15.0,11.39,3.29,,,,7.5,True
593,12227.0,Dustin Salisbery,,2007,,SG,75.0,208.0,80.0,100.5,34.0,38.0,11.0,11.07,3.12,,,,6.6,False
594,12228.0,Blake Schilb,,2007,,SG,77.0,214.0,81.0,102.5,26.5,33.5,11.0,11.629999999999999,3.36,,,,10.0,False
595,12229.0,Renaldas Seibutis,,2007,,SG,76.0,185.0,80.75,101.0,24.0,32.5,1.0,11.33,3.3899999999999997,,,,6.1,False
596,201196.0,Ramon Sessions,2007.0,2007,56.0,PG,74.0,185.0,76.25,97.5,29.5,33.5,8.0,11.65,3.27,,,,6.2,True
597,201203.0,Mustafa Shakur,,2007,,PG,75.0,185.0,77.5,99.0,28.5,35.0,11.0,11.82,3.27,,,,4.1,False
598,201160.0,Jason Smith,2007.0,2007,20.0,PF,82.75,233.0,82.75,106.0,33.5,37.5,15.0,10.96,3.29,,,,7.5,True
599,201199.0,DJ Strawberry,2007.0,2007,59.0,SG,75.75,199.0,78.5,101.0,28.5,35.0,21.0,10.870000000000001,3.14,,,,4.5,True
600,201155.0,Rodney Stuckey,2007.0,2007,15.0,SG-PG,75.75,207.0,79.25,100.5,30.5,35.0,14.0,11.34,3.11,,,,6.1,True
601,12230.0,Curtis Sumpter,,2007,,SF,78.0,227.0,81.5,104.0,27.5,32.5,12.0,11.3,3.22,,,,5.3,False
602,201180.0,Yue Sun,2007.0,2007,40.0,SF,79.75,212.0,81.0,105.0,29.0,34.0,9.0,10.68,3.4499999999999997,,,,5.1,True
603,201249.0,Jamaal Tatum,,2007,,PG,71.5,168.0,74.5,93.5,28.5,33.0,7.0,11.51,3.22,,,,5.0,False
604,12232.0,Reyshawn Terry,,2007,,SF,78.75,222.0,82.0,103.5,31.0,37.5,18.0,11.76,3.2600000000000002,,,,8.9,False
605,201154.0,Al Thornton,2007.0,2007,14.0,SF,77.75,221.0,85.0,104.0,35.0,41.0,9.0,11.96,3.16,,,,5.8,True
606,201229.0,Anthony Tolliver,,2007,,PF,79.0,242.0,86.5,107.5,28.5,30.0,21.0,11.49,3.29,,,,5.7,False
607,12233.0,Ali Traore,,2007,,C-PF,80.75,249.0,88.0,108.5,25.0,29.0,11.0,12.16,3.52,,,,12.1,False
608,12234.0,Kyle Visser,,2007,,C,82.0,242.0,83.0,108.0,26.0,29.0,18.0,12.6,3.3899999999999997,,,,10.2,False
609,201208.0,Darryl Watkins,,2007,,C,80.75,241.0,87.0,110.0,26.5,31.0,14.0,11.65,3.56,,,,6.9,False
610,12235.0,Major Wingate,,2007,,C,80.5,242.0,88.0,109.0,27.5,30.5,15.0,12.139999999999999,3.4699999999999998,,,,6.7,False
611,12236.0,DaShaun Wood,,2007,,PG,70.75,167.0,72.75,92.0,31.5,34.5,13.0,11.4,3.23,,,,5.4,False
612,201153.0,Julian Wright,2007.0,2007,13.0,SF-PF,78.5,211.0,86.25,108.0,28.5,33.5,2.0,11.48,3.36,,,,6.1,True
613,201148.0,Brandan Wright,2007.0,2007,8.0,PF,80.75,200.0,87.75,108.5,30.5,35.5,2.0,11.76,3.3099999999999996,,,,5.8,True
614,12237.0,Avis Wyatt,,2007,,PF,80.75,212.0,85.0,107.0,27.5,32.0,12.0,11.46,3.23,,,,3.3,False
615,201146.0,Jianlian Yi,2007.0,2007,6.0,,,,,,,,,,,,,,,True
616,201152.0,Thaddeus Young,2007.0,2007,12.0,SF,77.75,210.0,83.5,106.0,34.5,37.0,13.0,11.06,3.19,,,,4.9,True
617,201156.0,Nick Young,2007.0,2007,16.0,SG-SF,77.0,206.0,84.0,100.5,39.5,40.5,6.0,11.0,3.25,,,,6.8,True
618,201570.0,Joe Alexander,2008.0,2008,8.0,SF-PF,79.25,220.0,83.5,106.0,32.5,38.5,24.0,11.33,2.9899999999999998,,,,5.8,True
619,201589.0,Darrell Arthur,2008.0,2008,27.0,PF,79.5,216.0,82.75,107.0,28.5,30.0,12.0,12.18,3.14,,,,7.3,True
620,201571.0,D.J. Augustin,2008.0,2008,9.0,PG,70.0,171.5,75.5,94.5,28.5,35.0,2.0,11.27,3.07,,,,8.1,True
621,201573.0,Jerryd Bayless,2008.0,2008,11.0,PG-SG,73.75,204.0,75.5,97.0,31.0,38.0,10.0,11.26,3.07,,,,4.7,True
622,201563.0,Michael Beasley,2008.0,2008,2.0,PF-SF,79.0,239.0,84.25,107.0,30.0,35.0,19.0,11.06,3.24,,,,7.7,True
623,12239.0,Ramel Bradley,,2008,,PG-SG,73.25,184.0,77.0,98.0,24.5,29.5,9.0,10.68,3.24,,,,5.7,False
624,12240.0,Tyrone Brazelton,,2008,,PG,70.0,166.0,73.75,94.0,30.0,34.0,8.0,11.59,3.25,,,,8.1,False
625,12241.0,Takais Brown,,2008,,PF,79.25,252.0,82.0,106.0,29.0,31.0,22.0,12.47,3.25,,,,9.2,False
626,201812.0,Keith Brumbaugh,,2008,,SF-PF,79.5,190.0,79.25,104.5,26.0,27.0,2.0,11.65,3.2800000000000002,,,,4.0,False
627,201868.0,Stanley Burrell,,2008,,PG,73.5,201.0,78.25,97.5,29.5,34.5,21.0,11.19,3.19,,,,5.6,False
628,12242.0,Brian Butch,,2008,,C-PF,81.5,229.6,83.25,108.0,24.0,26.5,9.0,11.870000000000001,3.52,,,,10.8,False
629,12243.0,Jamar Butler,,2008,,PG,72.25,182.0,76.75,97.0,,,15.0,,,,,,6.0,False
630,12244.0,Pat Calathes,,2008,,SF-PF,80.75,204.0,81.75,106.0,,,7.0,,,,,,7.3,False
631,12245.0,Joe Crawford,,2008,,SG,75.0,213.0,77.75,99.5,31.0,36.0,13.0,11.67,3.22,,,,7.6,False
